City,Attack,Target
Hamburg,3,1
Ayachucho,3,3
Cerro de Pasco,3,14
Cerro de Pasco,3,14
Ayacucho,3,3
Ayacucho,3,21
Ayacucho,3,21
Ayacucho,3,21
Bheramara,7,19
Cargese,3,14
Newry,1,4
Durban,3,14
Ayacucho,3,3
Lima,7,1
Lima,7,1
Lima,7,1
Lima,7,1
Cerro de Pasco,7,1
Lima,7,1
Lima,3,2
Cerro de Pasco,3,2
Cerro de Pasco,3,2
Cerro de Pasco,3,2
Cerro de Pasco,3,1
Cerro de Pasco,3,1
Cerro de Pasco,3,1
Rasuhuillca,3,2
Otu,2,4
Paris,3,3
La Vigia,2,4
Jinotega,2,3
Various Location,3,2
Various Location,3,2
Various Location,3,2
Various Location,3,2
Various Location,3,2
San Bartolome Perulapia,2,14
Lisbon,3,4
Irun,2,14
Donaghmore,1,14
Jacinto Baca,6,14
Chiolayho,3,19
Jaen,3,13
Jaen,3,2
Rasuhuillca,2,4
Irun,2,14
Santiago,5,10
Bogota,3,7
Bogota,3,8
Bogota,3,15
Solvesi,3,14
Cordoba,3,4
Jausa,2,4
Zaragoza,3,1
Colombo,3,3
San Luis,7,2
San Luis,7,2
Rosario,3,2
Rosario,3,2
Santiago,3,21
Santiago,3,21
Santiago,3,21
Guadalajara,7,7
San Vicente,2,4
Pajusa,2,4
Quito,6,2
Killen,6,14
Toledo,7,5
Jerusalem,3,4
Nabulus,3,4
Medellin,5,10
La Palma,2,14
Anguiatu,2,2
Unknown,2,1
Unknown,2,1
Resistencia,3,2
Huancayo,3,2
Huancayo,3,2
Buenos Aires,3,2
San Salvador,2,3
San Jose Guayabal,2,4
Huancayo and Cerro de Pasco,3,1
Rio Segundo,3,19
Sinn al-Fil,3,14
Crossmallen,3,3
Cerro de Pasco,3,1
Cerro de Pasco,3,1
Cerro de Pasco,3,2
Cerro de Pasco,3,1
Lima,5,16
Turpo,2,14
Mandaitivu Island,3,4
Trincomalee,3,14
Trincomalee,2,14
Colombo,3,14
Sabana de Torres,3,2
Rio Frio,3,3
East Beirut,3,1
Jinotega,3,14
Kefar Sava,3,19
Kafr Saba,3,19
Tel Aviv,3,3
Ashqelon,3,19
Kefar Sava,3,14
Asillo,3,2
Ayachucho Department.,2,14
Azangaro,3,2
Vancouver,1,2
Asillo,1,2
Padavi Sri Pura,2,14
Beirut,3,1
East Beirut,3,14
Belfast,1,14
Catembe,3,14
Karachi,3,6
Karachi,3,6
Karachi,3,6
Karachi,3,6
Trujillo,3,1
Torremchiras,3,1
Fuengirola,3,1
Chicuma and Cambondo Villages,9,2
Lima,1,2
Kilkeel,3,1
Lima,3,19
Alto de Zabaletas,2,4
Isnos,2,1
Johannesburg,3,14
Torremolinos,3,1
Carhuajara,6,14
Corpanqui,2,14
Gorgorillo,2,14
Canis,2,14
Huanuco,2,14
Amritsar,1,15
Trincomalee,3,4
Colombo,3,1
Peshawar,3,14
Chinguar,2,14
Anritsar,2,15
Kanaihi,2,7
Farajok,7,2
Veyangoda,3,19
Pispichaca,3,2
Pispichaca,3,2
Benidorm,3,1
"Cebollal, El",2,4
"Cebollal, El",2,4
"Cebollal, El",2,4
Rio Tuna,2,1
Rio Tuna,2,1
Rio Tuna,2,1
Dispichaca,2,2
Aretxabaleta,3,3
Malaga,3,1
Donostia-San Sebastian,3,3
Jaffra,3,4
Estepona,3,1
Pallca,2,4
Aretxabaleta,3,3
Huancayo,3,2
Ayacucho,3,2
Ayacucho,3,21
Ayacucho,3,21
Ayacucho,3,21
Ayacucho,3,21
San Salvador,1,4
Fatehgarh Churian,1,2
Damascus,1,17
Huancayo,3,1
Santiago,3,4
Tabalchari,2,3
South Cotobato,9,4
Marbella,3,1
Damascus,3,1
Vina del Mar,3,7
Punjab (Amritsar),9,1
Kilinochchi District,2,4
Santiago,3,1
Santiago,3,4
Calvi,3,1
Colombo,7,14
Punjab,1,3
Kilinochchi,1,4
Jerusalem,3,1
Beirut,3,2
Gaza Strip,2,3
Punjab (Village of Chola Sahels),2,14
Manipur,3,3
Lima,3,3
Patiala,1,14
Ludhianna,1,14
Santa Elena,2,1
Athens,7,15
E.Beirut,3,4
Peshawar,3,14
Lima,5,16
Puno Department,3,14
Soccos,2,3
Cutufi*,3,4
Lima,1,2
Hernani,3,3
Thessaloniki,2,3
Lima,3,1
Lima,3,14
Corinto,2,4
Tejutepeque,2,14
Jutiapa,2,14
Amritsar,2,15
Medellin,1,14
Medellin,1,14
Medellin,1,14
Punjab,2,14
Amritrar,1,2
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Lima,3,3
Beirut,5,10
Pera,2,4
Kilirochchi,9,14
Guatemala City,1,1
Santa Ines Petapa,1,14
Wichita,3,5
Buenos Aires,3,8
Bucaramanga,3,2
Santa Isabel,3,21
Cerete,3,1
W. Beirut,3,2
Majdal Silm,3,1
Tame,7,1
Floridablanca,5,15
El Troncal,1,3
Volksrust,3,1
Volksrust,3,1
Ramat Gan,3,14
Kilirochchi,9,4
Amaga,1,2
West Bank,1,4
Colombo,3,1
Mandaitivu Island,3,4
Concepcion,3,21
Vina del Mar,3,16
Vina del Mar,7,2
Vina del Mar,3,21
Draguignan,3,1
Draguignan,3,1
Draguigan,3,18
Lima,3,7
Esteli,2,2
Puno Department,3,1
Huancayo,3,1
Lima,3,1
Lima,3,1
Lima,3,1
Huancayo,3,1
Ichchilampatti,2,14
San Salvador,1,2
Lima,1,3
Lima and El Callao,3,9
Lima and El Callao,3,9
Lima and El Callao,3,9
Lima and El Callao,3,9
Lima and El Callao,3,9
Lima and El Callao,3,9
Lima and El Callao,3,9
Lima and El Callao,3,9
Huancayo,3,2
Huancayo,3,2
Huancayo,3,2
Huancayo,3,2
Huancayo,3,2
Huancayo,3,2
Huancayo,3,2
Durban,3,1
Guatemala City,1,2
Lima,3,14
Lima,3,14
Lima,3,14
Lima,3,14
Lima,3,14
Lima,3,14
Lima,3,14
Lima,3,14
Lima,3,14
Lima,3,14
Manchester,7,5
Alicante,3,1
Renteria,3,1
Jaffra,3,4
Bastia,3,19
Bint Jubayl,3,19
Pabbi,3,19
Tel Aviv,9,15
Muttur,9,14
Marbella,3,1
Springs,3,3
Springs,3,19
Soweto,3,1
Bophutatswana,3,19
Johannesburg,3,1
Marbella and Alicante,3,1
Amsterdam,7,1
Amsterdam,7,1
Amsterdam,7,1
Peshawar,3,1
Kanak,3,21
Santiago,3,19
Helsinki,3,10
Cerro de Pasco,3,4
Mullaghduff,1,14
Winterveldt,3,4
Torremolinos,3,1
San Isidro,3,21
El Ojoche,3,21
Bogota,3,2
Dumaguete City,9,17
Tacloban City,3,14
Madrid,2,4
Madrid,1,4
Unknown,3,21
W. Beirut,3,1
W. Beirut,3,1
Belfast,3,3
Tejutepeque,2,4
Tajamulco,2,4
San Francisco,9,2
Flores,2,4
Turcos,3,4
Chumba,2,4
Sacsahuay,2,4
Marbella,3,1
Sevilla,3,1
San Miguel,3,21
San Miguel,3,21
San Miguel,3,21
San Miguel,3,21
Athens,3,13
Athens,3,7
Athens,3,1
Naha,7,17
Lima,3,1
Lima,3,1
Deusto,2,3
North Coast,2,4
Bilbao,1,3
Lima,3,1
Lima,3,1
Lima,3,1
Lima,2,4
Callao,3,14
Lima,3,1
Lima,7,1
Amritsar,2,15
Nakodar,2,14
La Pinuela,2,14
Punjab,1,3
Chosica,1,3
Chosica,1,3
Durban,3,13
Lima,3,1
Vienna,3,7
Santander,2,1
San Fernando,2,14
Vilgnambehena,1,14
Madrid,3,4
Durban,3,21
Durban,3,1
Madrid,3,4
Kantalai,3,14
Paris,3,1
Ashdod,3,2
Peshawar,3,1
Oroya,3,19
Lima,3,8
Tarancahuayta,1,1
Jacobs,3,21
Durban,3,21
Durban,3,1
Concepcion,3,19
Cairo,3,14
Athens,7,10
Beirut,3,1
Beirut,3,10
Lima,3,7
Bogota,3,3
Maceo,1,1
Lima,5,10
Lima,5,10
Lima,5,10
Lima,5,10
Johannesburg,3,1
Johannesburg,3,1
Villanueva,3,3
Copacabana,3,3
Medellin (Nitia Barrio),3,3
Santiago,5,16
Santiago,5,16
Maceo,2,4
Cuzco,3,18
Ulukkumana,3,19
Anuradhapuma,3,2
Turumadai,3,4
various,3,4
Cali,3,7
Pereira,3,1
Pereira,3,4
Pereira,3,1
Pereira,3,1
Pretoria,3,14
Concepcion,3,10
Talcahuano,3,21
Santiago,2,19
Beersheba,3,4
Kfar Saba,3,1
South of Tel Aviv,3,4
Puerto Boyaca,1,14
Pampas,1,14
Manzini,6,2
Madrid,3,6
Portugalete,3,20
Bilbao,3,1
Soshanguve,3,3
Bophuthatswana,3,19
Zarauz,3,4
Zarauz,3,4
Medellin,3,7
Medellin,3,7
The Hague,3,2
Lima,3,1
Lima,3,1
Lima,3,1
Lima,3,1
Bilbao,3,3
Santa Tecla,1,2
Ayacucho,1,14
Bilbao,3,1
Zarauz,3,3
Unknown,9,3
Queenstown,3,14
Queenstown,3,14
Bilbao,3,4
Ahuthoya,3,4
Kfar Saba Settlement,3,4
Cuenca,2,3
Zarauz,3,4
Santiago,3,2
Kefar Saba,3,19
Lima,7,1
Callao,3,2
Callao,3,20
Chorrillas District,3,1
Comas District,3,1
San Martin de Porres,3,1
Lima,3,2
Lima,3,2
Lima,3,2
Lima,3,2
Puerto Romero,2,4
Cocharachas,2,4
Santiago,3,21
Santiago,3,21
Santiago,3,21
Santiago,3,21
Alice,3,2
Santiago,3,1
Westville,3,21
Soweto,7,19
Parandana,3,9
Santiago,3,1
Santiago,3,1
North Bogota,3,21
Athens,3,2
Tel Aviv,3,19
Yafo,3,4
David,1,2
Tel Aviv,9,4
Huanta,2,4
Villa Principe,9,4
Paris,1,14
Vavaniya,3,19
Westville,3,3
Westville,3,3
Johannesburg,3,19
Johannesburg,3,19
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Medellin,2,15
Cali,2,15
Maputo,9,19
Johannesburg,7,13
Jullundan (Punjab),1,14
Drumaness,1,4
Santa Rosa,1,2
Johannesburg,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Santiago,3,1
Lima,1,3
Cape town,3,3
Chungui,2,4
Vintar,2,4
Aurora,9,3
Punjab (Gulami village),1,14
Lima,1,4
Chicago,3,2
Pretoria,3,1
Lima,3,2
Lima,3,13
Lima,3,6
Las Crucitas,2,4
Santiago,3,3
Huancaya,1,2
Puno,1,2
Lima,3,7
Lima,3,7
San Ramon,2,4
Nueva Concepcion,6,4
El Mozote,2,4
Tierra Colorada,2,4
El Mozote,2,4
Isla del Dimante,2,4
Chorrera,2,4
Las Crucitas,2,4
El Pelicano,2,4
Murra,2,4
Katlehong and Vos Loorus,1,2
Mowbray,3,3
Paris,3,1
Paris,3,12
Cali,2,1
Tiquisate,2,1
Dakban,2,4
Sal Samarca,1,2
Empangeni,9,3
Santiago,3,19
Cartagena,3,21
Cano Negro,2,4
Jalapa,2,4
Asturias,2,4
Hualpabamba,2,14
Puno,1,2
Cali,2,3
Cali,1,14
Cali,1,14
Cali,1,14
Cali,1,14
Teheran,3,1
Damascus,3,20
Talcahuano,3,14
Paris,3,3
Munich,3,1
Munich,1,1
Rosslea,1,3
"Crossmaglen, County Armagh",3,4
Johannesburg,3,1
Mandor,2,4
AeanDapatina (Tamil Colony) in Trincomalee,9,14
Porticcio,3,14
Belfast,1,14
Silverton,3,3
Teri Mengal Village,3,1
Lima,7,2
Lima,7,2
Lima,7,2
Huayhuas,1,2
Buenos Aires,3,8
Chacapuante*,7,3
Manawi on Mindanao,6,15
Southern Mindanao Manawi,6,15
Pamplona,3,3
Tel Aviv,3,20
Arequipa,3,3
Pavakkulam,2,14
Paris,3,3
Setubal,3,2
Evora,3,15
La Don Juana,2,4
El Castillo,2,4
El Juleque,2,14
Unknown,1,2
Mar del Plata,3,2
Arauca,7,21
Arauca,7,21
Arauca,7,21
Lima,3,1
Lima,3,1
Lima,3,1
Lima,3,1
Madrid,3,3
Ligoniel,1,14
Unknown,3,21
Lisbon,3,1
Evora,3,14
Evora,3,14
Punjab,6,3
San Salvador,1,8
Mdantsane,2,3
London,7,2
Lima,3,1
Lima,3,1
Lima,3,1
Beirut,6,7
Santiago,3,1
Jezzine,3,14
Kandalai,9,1
Kantalai,9,14
Los Filos,2,4
Bayt-Ayn Al Alma,2,4
Vasavilan,9,4
San Nicolas,3,2
Donostia-San Sebastian,7,19
Bilbao,2,19
Donostia-San Sebastian,2,14
Donostia-San Sebastian,2,14
Donostia-San Sebastian,2,14
Jisr-al-Barbir,2,8
Trincomalee *,2,14
Zamboanga,6,18
Las Tinajeras,7,1
Belfast,1,14
Madrid,3,3
Madrid,3,3
Santiago,3,2
Paris,3,7
Ashqelon,3,19
Beira,3,21
La Lucha,2,4
Unknown,3,4
Patahuagi,9,14
Madrid,3,2
Vavuniya Village,3,14
*,3,19
Banerdier,3,21
Lima,3,6
Lima,3,1
Lima,3,6
Unknown,2,11
Unknown,2,11
"Mangkaan, Tagbina Island",4,11
Katlehong,1,3
Donostia-San Sebastian,2,14
Banadia,6,21
Albina,2,4
Stockaprafer,6,4
*,3,19
Soyapango,3,19
Ajaccio,3,1
Ajaccio,3,1
Aachen,3,1
Jericho,3,4
Verdeen,1,4
Caldas,2,4
La Laguna,2,14
Concepcion Quetzaltepeque,2,14
Nueva Esparta,2,14
Tegucigalpa,3,14
Jericho,3,14
Lucmahuayco,2,4
Arequipa,1,2
"Pachacona, Antabamba Province",1,2
Ajaccio,3,1
Aretxabaleta,3,3
Santiago,3,14
Immenstaad,3,1
Puerto TeJada,2,4
Tejutla,2,14
Punjab,2,19
East Jerusalem,3,7
Bayonne,3,2
Villafranca De Ordizia,3,3
Aretxabaleta,3,3
Athens,3,1
Athens,3,1
Tel Aviv,3,1
Tyre District,3,15
Lima,3,2
Lima,3,2
Areguipa,3,13
Chiclayo,3,1
Lima,3,14
Quezor City,3,4
Puerto Cabezas,2,4
Katlehong,2,3
Newry,1,3
Katlehong,9,3
Athens,3,1
Khurram,3,14
Lima,3,1
Lima,3,1
Lima,3,1
Lima,7,1
Lima,3,1
Huanta,3,14
Lima,3,1
Arequipa,7,14
Riofrio,2,4
Ateos,2,21
Punjab,2,14
Lima,9,21
Huancayo township,2,14
Port Elizabeth,2,14
Adalaide,2,3
Sebokeng,9,14
Villafranca De Ordizia,3,3
Aretxabaleta,3,3
Trujillo,3,2
Huanta,3,14
Southern Lebanon Border,3,4
Wiwili,2,2
Lima,9,3
Jaffna,3,4
Beirut,3,1
Marbella,3,1
Nelspruit,9,3
Ayacucho,3,21
Kwanndebele,1,2
Kandikulam,3,2
El Silencio,2,4
Umtata,3,3
Acacia,1,2
Granada,1,2
Punjab,1,2
Lima,1,2
Greencastle,1,3
Umtata,3,3
Nelspruit,3,4
Batticaloa,3,4
Bangkok,3,1
Lima,3,2
Lima,3,2
Lima,3,3
Huancayo,7,1
Lima,3,2
Lima,3,2
Lima,3,2
Huanuco,3,1
Jaffna,3,4
Bogota,1,2
Chankaladi Batticaloa,6,8
Huanuco,3,2
Lambayeque,5,8
Andes,3,16
Beirut,3,1
Andes,2,1
Andes,2,1
Quilali,2,4
Coentabamba,1,14
Cape Town,3,2
Muizenberg,3,2
Walvis Bay,3,1
Donostia-San Sebastian,3,1
Jall al-Dib,3,1
Mar del Plata,7,16
Geutabamba,2,14
Osorno,1,15
Bilbao,2,14
Coleraine,3,3
Ayacucho,1,2
Siyatemba,1,3
"Pottuvil, Jaffna",6,14
Lakeside,3,2
Santiago,3,4
Tel Aviv,3,2
East Beirut,3,19
San Pablo,2,14
Aknotini,3,6
Tegucigalpa,1,10
*,3,19
Santiago,3,4
Tehran,3,14
Batticaloa,2,14
Caracas,3,2
Delhi,3,1
West Beruit,3,1
West Beirut,3,2
Panali,6,1
Trincomalee,9,19
Thondamarnar,3,15
Tingo Oaria,1,14
Lima,6,3
Valachenai,6,2
Nemocon,3,14
Maldonado,3,14
Belalcazar,2,3
Belacazar,2,14
Athens,9,6
Ayacucho,1,2
Lima,1,3
Tingo Maria,1,14
Hayden,3,1
Al-Tariq al-Jadidah,3,2
Beirut,3,8
Londonderry,3,4
Lima,3,2
Belalcazar,2,4
Belfast,1,4
Belfast,1,2
Dhannabah,2,14
Lima,3,3
San Bartolome Perulapia,2,14
El Subterranes,2,4
Cusco,5,10
Cusco,5,10
Kuddiruppu,1,14
Durban,1,3
Hanau,3,14
Gush Egyon,3,19
Schiedam,3,1
Belalcazar,2,4
San Pedro,2,14
Unknown,2,4
Batticaloa (Vakarai),3,4
Athens,7,1
Bucaramanga,1,2
La Paz,3,16
Nejapa,3,19
Strasbourg,7,7
Netanya,3,1
Unknown,2,4
Lima,2,3
Lima,1,3
Trincomalee,1,14
Bucaramanga,3,4
Talca,7,1
Talca,7,1
Vina del Mar,2,19
Santiago,2,19
Vina del Mar,7,2
Bucaramanga,3,2
Huancavelica,3,3
Bogota,2,3
Lebrija,3,4
Lima,3,9
Lima,3,9
Lima,3,1
Lima,3,1
Lima,3,1
Santiago,7,1
Santiago,7,1
Santiago,7,1
Bilbao,3,14
Bilbao,3,3
Markham,3,14
Santiago,3,14
Santiago,3,14
Dundalk,2,14
Cali,2,3
Berlin,2,14
Wiwili,2,4
East Beirut,3,14
Santiago,3,14
Santiago,7,1
Santiago,7,1
Santiago,7,1
Santiago,7,1
Lima,3,21
Lima,3,21
Lima,3,1
Las Guchilla,2,14
La Pavona,3,19
El Guapinol,2,14
Belfast,1,17
Bilbao,3,3
Tingo Maria,2,4
Qom,3,15
Eastern Transvaal,3,4
Eastern Transvaal,9,3
Nelspruit,3,14
Nelspruit,3,14
Jaffna peninsula,3,4
Jaffna,9,1
Huanta,1,4
Santiago,3,13
Santiago,3,13
Hamburg,7,3
Wuppertal,7,14
San Blas,2,14
Villarreal,1,4
Santiago,6,4
London,3,1
Toulon,3,14
Meta Dept.,2,4
Cavca Dept.,2,4
Santander Dept.,2,4
Northern Highway,2,14
Northern Highway,2,14
Northern Highway,2,14
Cololaca,2,14
Valladolid,2,14
Tambla,2,14
Samarkanda,3,14
Tehran,3,14
Santiago,5,10
Quito,2,1
Medellin,3,8
E. Beirut,3,1
"Juliaca, Puuo Dept.",1,2
Juliaca in Puno Dept,3,10
Ayacucho,3,2
Tel Aviv,3,4
Santo Domingo,2,14
Wilwaskarma,2,4
Cerro de Pasco,1,14
Bint Jubayl,3,4
E. Beruit,3,14
Amsterdam,3,2
Amsterdam,7,16
Amsterdam,3,13
Antwerp,3,1
Santa Rosa de Osos,2,4
Dhaka,3,1
Umlazi,1,22
Colombo,3,2
El Capulin,7,19
El Corral,7,19
Lima,2,3
Sarrat,2,3
Imbali,1,2
Barakaldo,3,3
Cauca province,9,4
Unknown,3,19
Jaffna,3,4
Killinochchi,9,4
Lerrogeta,3,3
Marburg,3,1
Lima,3,7
Norte de Santander,3,4
Lima,2,4
Cebu,9,3
Belfast,1,14
Donostia-San Sebastian,3,3
Geesthacht,3,21
Guatemala City,3,14
Totoro,2,4
El Mozote,2,4
n/a,3,3
"PumaiKudah, Eravur in Batticaloa",1,14
Unknown,6,14
Lima,3,2
Batticaloa,3,3
*,3,3
Jaffna,3,4
"Neelavane, Batticaloa",3,4
Londonderry,3,1
Downpatrick,3,3
Belfast,3,14
Londonderry,3,4
Antrim,3,2
Antrim,3,3
Newry,3,3
Newry,3,3
Belfast,3,19
Belfast,3,19
Lisbon,3,4
Apopa,2,4
San Nicolas Lempa,2,4
San Vicente,9,4
"Jaffna,",2,4
Huaghuas,1,2
Belfast,1,14
Vavuniya,3,19
Tandikkulam,3,19
Lima,3,3
Chosica,3,3
Huanta (in Ayahucho),3,1
Santiago,2,4
Santiago,2,7
Tripura,2,14
Huanta,7,1
Trincomalee,3,3
Lima,3,1
Mannar,9,3
San Miguel,3,4
Muther,3,4
Pulmodai,3,3
Cologne,3,2
Dumban,3,1
Santiago,7,19
Santiago,7,19
Santiago,7,19
West Beruit,3,2
Between Faro and Portimao,3,18
El Cuco,2,2
La Gateada,2,4
Chandigarh,1,2
"Ayacucho, Village of Andamaza",1,4
Santiago,7,19
Santiago,7,19
Santiago,7,19
Santiago,2,1
Tambo,1,2
Rosas,1,2
"Dalbasan village, Bingol Province",1,14
New York City,8,1
Santiago,3,19
Batticaloa,2,3
Tolima Dept.,1,2
Villavicencio,6,2
Tunis,3,7
Paris,3,19
Teveren,3,4
Jouaiya,3,4
Bogota,5,10
Las Minas,9,14
"Seren Village, Diyarbakir Province",1,13
Colombo,3,2
Valparaiso,7,19
Santiago,3,1
Berlin,3,4
Uraba,2,4
Los Alpes,2,3
Puerto Cabezas,2,3
Albina,2,4
Mardin District,1,2
Karachi,4,6
Lima,3,14
Valparaiso,3,21
Inza,2,2
Komuraduiai,9,4
Istanbul,7,15
Salvador,2,15
Jaffna,9,4
El Canelo,1,2
Santiago,6,10
Barangay Magsaysay,3,21
Tauca,2,14
Durban,3,13
Salvador,3,15
Cologne,3,2
Icononzo,2,14
Santiago,1,10
Mocoa,1,2
Saravena,1,2
Huanta,1,1
Paris,3,2
Gouda,3,1
Stockholm,3,2
Aleppo,3,14
Barranquilla,3,1
Rome,3,1
Beirut,6,8
Guatemala City,3,14
at sea,2,11
Quezon City,1,4
Villafranca De Ordizia,1,17
Beirut,6,13
Flagstaff,1,17
Santiago,3,19
Santiago,3,19
Santiago,3,2
Quito,9,1
Londonderry,3,3
Lima,7,21
Paris,3,1
Al-Hamra(W. Beruit),3,1
Quito,2,3
Nombre de Dios,2,4
Santa Clara,2,2
Brown Bank,2,4
Montana del Libano,2,4
Londonderry,1,4
Beirut,6,8
Pretoria,3,14
Bafliyah,3,4
Sidon,3,7
Asturias,3,19
San Juan del Rio Coco,2,14
Wilike,2,4
Muelle de los Bueyes,2,14
Asturias,3,2
El Diamante,2,2
Ayapal,2,4
Barcelona,3,4
Gimpo International Airport,3,6
Paris,3,1
Bocaycito,3,2
Villa Sandino,3,14
La Dalia,2,1
Quilali,2,4
Acoyapa,2,4
Santo Tomas,2,4
Belfast,1,17
Lima,1,3
Paris,3,3
Munich,3,4
Cano Blanco,2,4
Cano El Perro,2,4
Manresa,3,3
Coeur D'Alene,3,15
Amsterdam,3,2
Amsterdam,3,1
Boca del Toro,2,4
Fila de Mango,2,4
Las Minitas,2,4
El Trapiche,2,4
El Almendro,2,4
La Pinuela,2,4
Northern Sri Lanka,9,3
Santiago,6,8
Belfast,1,14
Durban,3,1
Paris,3,1
Buenos Aires,3,4
Palmira,2,22
San Vincente de Chucuri,2,4
Miniti de Matagalpa,2,4
Mayaguas,2,4
San Pablo City,2,3
Belfast,1,1
Buenos Aires,3,4
Stuttgart,3,8
Santiago,3,1
Lima,3,7
Ciudad Barrios,2,4
Velez,1,2
Lima,1,3
Lima,3,7
Batticaloa,3,19
Toa Baja,7,4
El Carmen,2,4
Los Mangos,2,4
Ciudad Barrios,2,4
Tago,9,4
Fredonia,6,2
Sofetran,2,14
Belmira,1,14
Lima,1,3
Ovacik,1,3
Chatala-Amritsar dist.,1,14
Lima,3,8
Medellin,1,2
Itagui,1,13
Tokyo,3,19
Batticaloa,3,3
Trincomalee-Colombo RR line,9,19
Amritsar,1,3
Port of Tyre,1,4
Huanta,1,3
Lima,1,4
Manila,1,3
Islamabad,1,6
Beirut,6,14
Soweto,1,2
Santiago,3,7
Hagen,3,7
Hunn,3,7
Eastern Sri Lanka,3,21
Langeri,1,2
Johannesburg,3,1
Santiago,3,21
Santiago,3,21
Southern Corsica,3,1
Die Ubombo,3,14
Thincomalee,1,14
Beirut,6,10
Southern Corsica,3,4
Southern Corsica,3,4
Southern Corsica,3,2
Southern Corsica,3,2
Southern Corsica,3,1
Alberton (near Johannesburg),3,1
Dhaka,3,2
Rio Zulia,5,21
AS HQ ELON,1,14
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,4
Jwayya,3,4
Medellin,1,2
Tulua,1,2
Beirut,6,10
Huamanguilla,6,2
Coeur D'Alene,3,2
Coeur D'Alene,3,4
Coeur D'Alene,3,1
Coeur D'Alene,3,1
Brussels,3,13
Cologne,3,1
Northern Region,3,4
Jullundur,2,14
Amritsar,1,2
Hazmiye,1,4
Vina del Mar,3,2
Vina del Mar,3,21
Valparasio,3,21
Vina Del Mar,3,2
Gaza,3,3
New Brighton,7,8
Durban,3,21
Tocache,3,14
Barbosa,1,2
Vicus in Ayacucho,1,14
Natal,9,3
Beirut,1,4
Athens,3,13
Athens,3,13
Athens,3,2
Santiago,3,19
Santiago,3,12
Santiago,3,2
Santiago,3,7
Quito,2,3
Ranzuhilca,2,4
Berbeo,5,14
Biolavista,3,21
El Jiquilite,2,4
Agua Fria,2,4
Bocana de Paiwas,2,4
El Almendro,2,4
Panacuy,2,4
Lucrachuco,2,4
Salgar,1,2
New Delhi,1,2
Village of Crossmaglen,3,3
Huancayo,3,16
Ayacucho,3,2
Moranewa-Anurad Hapuma Road,3,2
Athens,3,2
Athens,3,2
Athens,3,2
Athens,3,2
Manizales,1,2
unk,3,4
Eglish,1,4
Mbuzini,3,4
Puno,3,3
Juliaca Puno Department,3,10
Huascar,3,3
Darmia-Avransabad Dist-Bihar,9,14
West Beirut,1,15
"La Merced, Junin Dept.",6,3
Puno,3,2
Puno,3,1
Ballymena,7,1
Bogota,2,7
Bogota,2,14
Bingol,2,3
Asturias,6,1
Barcelona,3,1
Huaycan,2,14
Manila,9,4
Pacmira,1,2
Bonn,1,2
Yaruca,2,4
Athens,3,2
Dhaka,3,8
Mankulam,3,14
Ate-Vitare,3,2
Adampan,9,3
Juliaca,1,14
Bogota,1,2
Dhaka,3,14
Santiago,3,14
Belfast,3,3
Rio Branco,7,1
Belfast,3,4
Belfast,1,4
Lima,1,1
La Paz,6,14
Iloilo City,1,2
Juigalpa,6,19
Yaratigna,2,4
Lima,1,4
Vitoria,6,1
Jerusalem,3,4
Santiago,3,14
Santiago,2,19
Santiago,2,19
Santiago,2,19
Santiago,2,19
Santiago,2,19
Santiago,3,2
Santiago,3,2
Santiago,3,2
Santiago,3,21
Santiago,3,9
Khartolim,3,14
Riofrio,2,4
Villa Garzon,2,4
Uttar Pradesh,2,3
Bastia,3,2
Beruit,3,10
Mardine,1,14
Belfast,1,14
Unknown,9,3
Juba,9,6
Punjab,1,15
Bilbao,3,1
Bilbao,3,1
Bilbao,3,1
Bilbao,3,1
Bilbao,3,1
Ballynafeigh,1,4
Torotoro,2,15
Punjab,2,14
Ibague,1,3
Lima,1,3
Belfast,1,14
Athens,3,3
New York City,7,1
El Carmen,2,1
New Delhi,2,20
Belfast,3,3
Colombo,2,1
Paramribo,4,6
Lamontville,3,3
Manila,3,9
Bucaramanga,2,4
Caramanta,1,2
Mardin,3,4
Beirut,6,14
Athens,3,14
Colombo,3,4
Las Vegas,6,14
Vilcashuaman,2,4
Lima,2,14
Colombo,2,17
Bogota,1,2
Unknown,3,4
Lima,3,2
Lima,3,2
Lima,3,2
Chiba,3,3
Ayacucho,2,15
Manila,2,14
West Beirut,6,7
Bogota,6,3
Bucaramanga,6,1
Zumarraga,3,1
Vergara,3,1
Villafranca De Ordizia,3,1
Las Arenas,1,1
Donostia-San Sebastian,3,1
Bonn,3,3
Wiwili,2,4
Rashuillca,2,14
Huayrapata,2,4
Donostia-San Sebastian,1,4
Baguio,6,19
Vitoria,3,1
Vitoria,3,1
Magherafelt,1,1
Detroit,3,13
Bogata,3,14
Bucaramanga,9,4
